ID,YEAR,WEEKNUMBER,WEEK,PROJECT,STAFF,MONTH,HOUR,CREATED_AT
10036,2019,32,2019-8-4 TO 2019-8-10,Shark,Youssef Hodson,8,8,8/5/2019
10037,2019,31,2019-7-28 TO 2019-8-3,Dog ,Rosina Brennan,8,16.3,8/5/2019
10038,2019,32,2019-8-4 TO 2019-8-10,Parrot,Richie Joyner,8,6,8/20/2019
10039,2019,31,2019-7-28 TO 2019-8-3,Dolphin,Jarod Finnegan,8,17.1,8/5/2019
10040,2019,32,2019-8-4 TO 2019-8-10,Sea Angel,Izabelle Trejo,8,8,8/7/2019
10041,2019,32,2019-8-4 TO 2019-8-10,Cat,Izabelle Trejo,8,20,8/7/2019
10042,2019,31,2019-7-28 TO 2019-8-3,Marlin,Zainab Adams,8,11.1,8/5/2019
10043,2019,31,2019-7-28 TO 2019-8-3,Dolphin,Zainab Adams,8,6.9,8/5/2019
10044,2019,31,2019-7-28 TO 2019-8-3,Shark,Rubie Callahan,8,3.4,8/6/2019
10045,2019,31,2019-7-28 TO 2019-8-3,Shark,Brielle Colon,8,8.6,8/6/2019
10046,2019,31,2019-7-28 TO 2019-8-3,Geese,Brielle Colon,8,0.9,8/6/2019
10047,2019,31,2019-7-28 TO 2019-8-3,Pigeon,Hadley Lara,8,8.1,8/6/2019
10048,2019,31,2019-7-28 TO 2019-8-3,Pigeon,Vickie Berry,8,18,8/6/2019
10049,2019,32,2019-8-4 TO 2019-8-10,Owl,Bonnie Milne,8,3.5,8/7/2019
10050,2019,32,2019-8-4 TO 2019-8-10,Kagaroo,Bonnie Milne,8,2,8/6/2019
10051,2019,32,2019-8-4 TO 2019-8-10,Dolphin,Bonnie Milne,8,6,8/6/2019
10052,2019,31,2019-7-28 TO 2019-8-3,Sea Angel,Sohail Black,8,5.1,9/5/2019
10053,2019,31,2019-7-28 TO 2019-8-3,Sea Angel,Joss Stevenson,8,1.7,8/6/2019
10054,2019,31,2019-7-28 TO 2019-8-3,Marlin,Joss Stevenson,8,0.9,8/6/2019
10055,2019,32,2019-8-4 TO 2019-8-10,Lion,Macsen Hughes,8,8,8/7/2019
10056,2019,32,2019-8-4 TO 2019-8-10,Dolphin,Macsen Hughes,8,2,8/7/2019
10057,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Macsen Hughes,8,32,8/7/2019
10058,2019,31,2019-7-28 TO 2019-8-3,Shark,Matthew Traynor,8,12.9,8/7/2019
10059,2019,31,2019-7-28 TO 2019-8-3,Pigeon,Andrei Kim,8,6.9,8/7/2019
10060,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Andrei Kim,8,10,8/7/2019
10061,2019,31,2019-7-28 TO 2019-8-3,Cat,Izabelle Trejo,8,10.7,8/7/2019
10062,2019,32,2019-8-4 TO 2019-8-10,Marlin,Zainab Adams,8,30,8/8/2019
10063,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Asim Hartman,8,28,8/8/2019
10064,2019,31,2019-7-28 TO 2019-8-3,Pigeon,Dominykas Orozco,8,8.6,8/8/2019
10065,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Dominykas Orozco,8,20,8/8/2019
10066,2019,32,2019-8-4 TO 2019-8-10,Kagaroo,Myah Calderon,8,31,8/8/2019
10067,2019,32,2019-8-4 TO 2019-8-10,Parrot,Lucie Hail,8,24,8/14/2019
10068,2019,32,2019-8-4 TO 2019-8-10,Kagaroo,Reiss Lord,8,16,8/8/2019
10069,2019,32,2019-8-4 TO 2019-8-10,Marlin,Cecelia Buckley,8,12,8/13/2019
10070,2019,32,2019-8-4 TO 2019-8-10,Dog ,Cecelia Buckley,8,1,8/13/2019
10071,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Cecelia Buckley,8,1,8/13/2019
10072,2019,32,2019-8-4 TO 2019-8-10,Marlin,Brandon-Lee Delaney,8,8,8/26/2019
10073,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Vickie Berry,8,42,8/14/2019
10074,2019,32,2019-8-4 TO 2019-8-10,Shark,Brielle Colon,8,20,8/14/2019
10075,2019,32,2019-8-4 TO 2019-8-10,Geese,Brielle Colon,8,10,8/14/2019
10076,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Kris Draper,8,29.5,8/14/2019
10077,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Myrtle Mcfarland,8,42,8/14/2019
10078,2019,33,2019-8-11 TO 2019-8-17,Flamingo,Emaan Floyd,8,8,8/14/2019
10079,2019,32,2019-8-4 TO 2019-8-10,Parrot,Aroush Torres,8,8,8/15/2019
10080,2019,32,2019-8-4 TO 2019-8-10,Dolphin,Aroush Torres,8,17,8/15/2019
10081,2019,33,2019-8-11 TO 2019-8-17,Parrot,Aroush Torres,8,17,8/15/2019
10082,2019,33,2019-8-11 TO 2019-8-17,Dolphin,Aroush Torres,8,16.5,8/15/2019
10083,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Macsen Hughes,8,42,8/15/2019
10084,2019,32,2019-8-4 TO 2019-8-10,Sheep,Tanvir Beech,8,20,8/15/2019
10085,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Tanvir Beech,8,22,8/15/2019
10086,2019,31,2019-7-28 TO 2019-8-3,Sea Angel,Gabriela Workman,8,17.1,8/15/2019
10087,2019,32,2019-8-4 TO 2019-8-10,Sea Angel,Gabriela Workman,8,40,8/15/2019
10088,2019,33,2019-8-11 TO 2019-8-17,Sea Angel,Gabriela Workman,8,40,8/15/2019
10089,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Naomi Hume,8,3,8/15/2019
10090,2019,32,2019-8-4 TO 2019-8-10,Parrot,Naomi Hume,8,8,8/15/2019
10091,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Naomi Hume,8,8,8/15/2019
10092,2019,33,2019-8-11 TO 2019-8-17,Parrot,Naomi Hume,8,20,8/15/2019
10093,2019,32,2019-8-4 TO 2019-8-10,Hummingbird,Rosina Brennan,8,24,8/15/2019
10094,2019,33,2019-8-11 TO 2019-8-17,Hummingbird,Rosina Brennan,8,24,8/15/2019
10095,2019,33,2019-8-11 TO 2019-8-17,Dog ,Rosina Brennan,8,12,8/15/2019
10096,2019,33,2019-8-11 TO 2019-8-17,Shark,Oliwier Rhodes,8,24,8/15/2019
10097,2019,32,2019-8-4 TO 2019-8-10,Shark,Oliwier Rhodes,8,40,8/15/2019
10098,2019,32,2019-8-4 TO 2019-8-10,Marlin,Nabilah Connor,8,3,8/15/2019
10099,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Nabilah Connor,8,24,8/15/2019
10100,2019,33,2019-8-11 TO 2019-8-17,Cat,Tyron Reynolds,8,6,8/16/2019
10101,2019,33,2019-8-11 TO 2019-8-17,Cat,Izabelle Trejo,8,28,8/16/2019
10102,2019,33,2019-8-11 TO 2019-8-17,Sea Angel,Izabelle Trejo,8,7,8/16/2019
10103,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Amber-Rose Quinn,8,5,8/16/2019
10104,2019,32,2019-8-4 TO 2019-8-10,Dolphin,Amber-Rose Quinn,8,5,8/16/2019
10105,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Amber-Rose Quinn,8,24,8/16/2019
10106,2019,33,2019-8-11 TO 2019-8-17,Dolphin,Amber-Rose Quinn,8,5,8/16/2019
10107,2019,33,2019-8-11 TO 2019-8-17,Kagaroo,Reiss Lord,8,16,8/16/2019
10108,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Dominykas Orozco,8,20,8/16/2019
10109,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Kris Draper,8,33,8/19/2019
10110,2019,32,2019-8-4 TO 2019-8-10,Kagaroo,Asma Lake,8,33.6,8/19/2019
10111,2019,31,2019-7-28 TO 2019-8-3,Kagaroo,Asma Lake,8,18,8/19/2019
10112,2019,31,2019-7-28 TO 2019-8-3,Kagaroo,Yaseen Herman,8,18,8/19/2019
10113,2019,33,2019-8-11 TO 2019-8-17,Kagaroo,Asma Lake,8,33.6,8/19/2019
10114,2019,34,2019-8-18 TO 2019-8-24,Kagaroo,Yaseen Herman,8,42,8/19/2019
10115,2019,33,2019-8-11 TO 2019-8-17,Kagaroo,Yaseen Herman,8,33.6,8/19/2019
10116,2019,32,2019-8-4 TO 2019-8-10,Kagaroo,Yaseen Herman,8,33.6,8/19/2019
10117,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Asim Hartman,8,30,8/19/2019
10118,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Josie Savage,8,15,8/19/2019
10119,2019,33,2019-8-11 TO 2019-8-17,Dolphin,Josie Savage,8,15,8/19/2019
10120,2019,33,2019-8-11 TO 2019-8-17,Sea Angel,Joss Stevenson,8,6,8/22/2019
10121,2019,33,2019-8-11 TO 2019-8-17,Marlin,Joss Stevenson,8,2,8/19/2019
10122,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Joss Stevenson,8,4,8/19/2019
10123,2019,33,2019-8-11 TO 2019-8-17,Shark,Brielle Colon,8,20,8/19/2019
10124,2019,33,2019-8-11 TO 2019-8-17,Geese,Brielle Colon,8,10,8/19/2019
10125,2019,33,2019-8-11 TO 2019-8-17,Sea Angel,Youssef Hodson,8,11,8/19/2019
10126,2019,34,2019-8-18 TO 2019-8-24,Shark,Youssef Hodson,8,24,8/19/2019
10127,2019,33,2019-8-11 TO 2019-8-17,Shark,Youssef Hodson,8,24,8/19/2019
10128,2019,33,2019-8-11 TO 2019-8-17,Sea Angel,Zahra Costa,8,2.5,8/19/2019
10129,2019,33,2019-8-11 TO 2019-8-17,Cat,Zahra Costa,8,13,8/19/2019
10130,2019,33,2019-8-11 TO 2019-8-17,Flamingo,Zahra Costa,8,11,8/19/2019
10131,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Zahra Costa,8,1.5,8/19/2019
10132,2019,32,2019-8-4 TO 2019-8-10,Shark,Ari Rios,8,33,8/19/2019
10133,2019,33,2019-8-11 TO 2019-8-17,Shark,Ari Rios,8,32,8/19/2019
10134,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Tyrell Cohen,8,10,8/19/2019
10135,2019,31,2019-7-28 TO 2019-8-3,Kagaroo,Kiki Kirk,8,8.6,8/19/2019
10136,2019,32,2019-8-4 TO 2019-8-10,Kagaroo,Kiki Kirk,8,16,8/19/2019
10137,2019,33,2019-8-11 TO 2019-8-17,Kagaroo,Kiki Kirk,8,16,8/19/2019
10138,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Sofia Rooney,8,4,8/20/2019
10139,2019,33,2019-8-11 TO 2019-8-17,Kagaroo,Sofia Rooney,8,6,8/20/2019
10140,2019,34,2019-8-18 TO 2019-8-24,Dolphin,Sofia Rooney,8,10,8/20/2019
10141,2019,33,2019-8-11 TO 2019-8-17,Dolphin,Sofia Rooney,8,10,8/20/2019
10142,2019,33,2019-8-11 TO 2019-8-17,Marlin,Sofia Rooney,8,1,8/20/2019
10143,2019,32,2019-8-4 TO 2019-8-10,Dolphin,Sofia Rooney,8,6,8/20/2019
10144,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Sofia Rooney,8,5,8/20/2019
10145,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Vickie Berry,8,25,8/20/2019
10146,2019,33,2019-8-11 TO 2019-8-17,Kagaroo,Emma Rose,8,33,8/20/2019
10147,2019,32,2019-8-4 TO 2019-8-10,Sea Angel,Madelaine Sykes,8,20,8/20/2019
10148,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Primrose Levy,8,34,8/20/2019
10149,2019,33,2019-8-11 TO 2019-8-17,Sea Angel,Madelaine Sykes,8,20,8/20/2019
10150,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Yassin Roberson,8,42,8/20/2019
10151,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Yassin Roberson,8,42,8/20/2019
10152,2019,32,2019-8-4 TO 2019-8-10,Parrot,Harry Baker,8,40,8/20/2019
10153,2019,33,2019-8-11 TO 2019-8-17,Parrot,Harry Baker,8,40,8/20/2019
10154,2019,34,2019-8-18 TO 2019-8-24,Shark,Keanan Huber,8,40,8/20/2019
10155,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Summer Rodrigues,8,3,8/20/2019
10156,2019,33,2019-8-11 TO 2019-8-17,Marlin,Cecelia Buckley,8,15,8/20/2019
10157,2019,33,2019-8-11 TO 2019-8-17,Dog ,Cecelia Buckley,8,1,8/20/2019
10158,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Cecelia Buckley,8,6,8/20/2019
10159,2019,34,2019-8-18 TO 2019-8-24,Marlin,Cecelia Buckley,8,18,8/23/2019
10160,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Cecelia Buckley,8,4,8/23/2019
10161,2019,33,2019-8-11 TO 2019-8-17,Dolphin,Bonnie Milne,8,6,8/20/2019
10162,2019,31,2019-7-28 TO 2019-8-3,Parrot,Jeffery Mair,8,3,8/20/2019
10163,2019,32,2019-8-4 TO 2019-8-10,Parrot,Jeffery Mair,8,32,8/20/2019
10164,2019,33,2019-8-11 TO 2019-8-17,Parrot,Jeffery Mair,8,32,8/20/2019
10165,2019,31,2019-7-28 TO 2019-8-3,Dolphin,Farah Kaur,8,8.6,8/20/2019
10166,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Myrtle Mcfarland,8,25,8/20/2019
10167,2019,32,2019-8-4 TO 2019-8-10,Dolphin,Farah Kaur,8,15,8/20/2019
10168,2019,32,2019-8-4 TO 2019-8-10,Kagaroo,Farah Kaur,8,5,8/20/2019
10169,2019,33,2019-8-11 TO 2019-8-17,Kagaroo,Farah Kaur,8,2,8/20/2019
10170,2019,33,2019-8-11 TO 2019-8-17,Sheep,Farah Kaur,8,15,8/20/2019
10171,2019,31,2019-7-28 TO 2019-8-3,Cat,Ellen Summers,8,18,8/20/2019
10172,2019,32,2019-8-4 TO 2019-8-10,Cat,Ellen Summers,8,32,8/20/2019
10173,2019,33,2019-8-11 TO 2019-8-17,Cat,Ellen Summers,8,30,8/20/2019
10174,2019,33,2019-8-11 TO 2019-8-17,Flamingo,Ellen Summers,8,2,8/20/2019
10175,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Macsen Hughes,8,42,8/20/2019
10176,2019,31,2019-7-28 TO 2019-8-3,Marlin,Ismael Weeks,8,17.1,8/20/2019
10177,2019,32,2019-8-4 TO 2019-8-10,Marlin,Ismael Weeks,8,28,8/20/2019
10178,2019,33,2019-8-11 TO 2019-8-17,Marlin,Ismael Weeks,8,30,8/20/2019
10179,2019,34,2019-8-18 TO 2019-8-24,Marlin,Ismael Weeks,8,29,8/20/2019
10180,2019,33,2019-8-11 TO 2019-8-17,Shark,Zac Hibbert,8,35,8/20/2019
10181,2019,33,2019-8-11 TO 2019-8-17,Kagaroo,Hywel Trevino,8,30,8/20/2019
10182,2019,31,2019-7-28 TO 2019-8-3,Sea Angel,Richie Joyner,8,0.6,8/20/2019
10183,2019,31,2019-7-28 TO 2019-8-3,Hummingbird,Richie Joyner,8,0.4,8/20/2019
10184,2019,34,2019-8-18 TO 2019-8-24,Marlin,Nabilah Connor,8,2,8/20/2019
10185,2019,33,2019-8-11 TO 2019-8-17,Marlin,Nabilah Connor,8,3,8/20/2019
10186,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Nabilah Connor,8,30,8/20/2019
10187,2019,33,2019-8-11 TO 2019-8-17,Hummingbird,Richie Joyner,8,9,8/20/2019
10188,2019,33,2019-8-11 TO 2019-8-17,Parrot,Richie Joyner,8,4,8/20/2019
10189,2019,34,2019-8-18 TO 2019-8-24,Shark,Osama Fenton,8,2,8/20/2019
10190,2019,33,2019-8-11 TO 2019-8-17,Sea Angel,Richie Joyner,8,1,8/20/2019
10191,2019,34,2019-8-18 TO 2019-8-24,Hummingbird,Richie Joyner,8,3.5,8/26/2019
10192,2019,34,2019-8-18 TO 2019-8-24,Shark,Richie Joyner,8,3,8/20/2019
10193,2019,33,2019-8-11 TO 2019-8-17,Marlin,Esme Jeffery,8,16,8/20/2019
10194,2019,33,2019-8-11 TO 2019-8-17,Cat,Esme Jeffery,8,3,8/20/2019
10195,2019,34,2019-8-18 TO 2019-8-24,Sea Angel,Esme Jeffery,8,14,8/20/2019
10196,2019,34,2019-8-18 TO 2019-8-24,Marlin,Esme Jeffery,8,5,8/20/2019
10197,2019,34,2019-8-18 TO 2019-8-24,Cat,Esme Jeffery,8,4,8/20/2019
10198,2019,32,2019-8-4 TO 2019-8-10,Sea Angel,Esme Jeffery,8,6,8/20/2019
10199,2019,33,2019-8-11 TO 2019-8-17,Sea Angel,Esme Jeffery,8,6,8/20/2019
10200,2019,32,2019-8-4 TO 2019-8-10,Sea Angel,Giuseppe Field,8,42,8/21/2019
10201,2019,33,2019-8-11 TO 2019-8-17,Sea Angel,Giuseppe Field,8,42,8/21/2019
10202,2019,32,2019-8-4 TO 2019-8-10,Pigeon,Diya Davidson,8,6,8/21/2019
10203,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Diya Davidson,8,15,8/21/2019
10204,2019,34,2019-8-18 TO 2019-8-24,Sea Angel,Joss Stevenson,8,7,8/22/2019
10205,2019,34,2019-8-18 TO 2019-8-24,Shark,Joss Stevenson,8,2,8/22/2019
10206,2019,34,2019-8-18 TO 2019-8-24,Owl,Bonnie Milne,8,7,8/23/2019
10207,2019,34,2019-8-18 TO 2019-8-24,Dolphin,Bonnie Milne,8,3,8/23/2019
10208,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Nabilah Connor,8,38,8/22/2019
10209,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Naomi Hume,8,4,8/23/2019
10210,2019,34,2019-8-18 TO 2019-8-24,Parrot,Naomi Hume,8,24,8/23/2019
10211,2019,34,2019-8-18 TO 2019-8-24,Dog ,Cecelia Buckley,8,2,8/23/2019
10212,2019,32,2019-8-4 TO 2019-8-10,Dolphin,Ishmael Sullivan,8,8,8/23/2019
10213,2019,33,2019-8-11 TO 2019-8-17,Dolphin,Ishmael Sullivan,8,10,8/23/2019
10214,2019,33,2019-8-11 TO 2019-8-17,Cat,Ishmael Sullivan,8,8,8/23/2019
10215,2019,34,2019-8-18 TO 2019-8-24,Cat,Ishmael Sullivan,8,8,8/23/2019
10216,2019,34,2019-8-18 TO 2019-8-24,Dolphin,Ishmael Sullivan,8,8,8/23/2019
10217,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Andrei Kim,8,15,8/23/2019
10218,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Amber-Rose Quinn,8,16,8/23/2019
10219,2019,34,2019-8-18 TO 2019-8-24,Dolphin,Amber-Rose Quinn,8,10,8/23/2019
10220,2019,34,2019-8-18 TO 2019-8-24,Kagaroo,Reiss Lord,8,36,8/23/2019
10221,2019,34,2019-8-18 TO 2019-8-24,Sea Angel,Izabelle Trejo,8,26,8/23/2019
10222,2019,34,2019-8-18 TO 2019-8-24,Cat,Izabelle Trejo,8,12,8/23/2019
10223,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Tyrell Cohen,8,10,8/24/2019
10224,2019,32,2019-8-4 TO 2019-8-10,Dolphin,Jarod Finnegan,8,24,8/26/2019
10225,2019,33,2019-8-11 TO 2019-8-17,Dolphin,Jarod Finnegan,8,30,8/26/2019
10226,2019,34,2019-8-18 TO 2019-8-24,Dolphin,Jarod Finnegan,8,40,8/26/2019
10227,2019,33,2019-8-11 TO 2019-8-17,Cat,Kaleb Osborne,8,25,8/26/2019
10228,2019,33,2019-8-11 TO 2019-8-17,Flamingo,Kaleb Osborne,8,2,8/26/2019
10229,2019,34,2019-8-18 TO 2019-8-24,Marlin,Sofia Rooney,8,1,8/26/2019
10230,2019,34,2019-8-18 TO 2019-8-24,Kagaroo,Sofia Rooney,8,6,8/26/2019
10231,2019,34,2019-8-18 TO 2019-8-24,Cat,Kaleb Osborne,8,29,8/26/2019
10232,2019,35,2019-8-25 TO 2019-8-31,Pigeon,Josie Savage,8,15,8/26/2019
10233,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Sofia Rooney,8,6,8/26/2019
10234,2019,35,2019-8-25 TO 2019-8-31,Dolphin,Josie Savage,8,25,8/26/2019
10235,2019,32,2019-8-4 TO 2019-8-10,Sea Angel,Prince Robles,8,15,8/26/2019
10236,2019,33,2019-8-11 TO 2019-8-17,Sea Angel,Prince Robles,8,15,8/26/2019
10237,2019,34,2019-8-18 TO 2019-8-24,Sea Angel,Prince Robles,8,15,8/26/2019
10238,2019,34,2019-8-18 TO 2019-8-24,Parrot,Harry Baker,8,40,8/26/2019
10239,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Asim Hartman,8,25,8/26/2019
10240,2019,34,2019-8-18 TO 2019-8-24,Shark,Brielle Colon,8,20,8/26/2019
10241,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Brielle Colon,8,6,8/26/2019
10242,2019,32,2019-8-4 TO 2019-8-10,Sea Angel,Aarush Schmitt,8,15,8/26/2019
10243,2019,32,2019-8-4 TO 2019-8-10,Cat,Aarush Schmitt,8,15,8/26/2019
10244,2019,33,2019-8-11 TO 2019-8-17,Sea Angel,Aarush Schmitt,8,15,8/26/2019
10245,2019,33,2019-8-11 TO 2019-8-17,Cat,Aarush Schmitt,8,10,8/26/2019
10246,2019,33,2019-8-11 TO 2019-8-17,Geese,Aarush Schmitt,8,5,8/26/2019
10247,2019,33,2019-8-11 TO 2019-8-17,Pigeon,Aarush Schmitt,8,5,8/26/2019
10248,2019,34,2019-8-18 TO 2019-8-24,Cat,Aarush Schmitt,8,20,8/26/2019
10249,2019,34,2019-8-18 TO 2019-8-24,Geese,Aarush Schmitt,8,5,8/26/2019
10250,2019,34,2019-8-18 TO 2019-8-24,Marlin,Aarush Schmitt,8,10,8/26/2019
10251,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Aarush Schmitt,8,5,8/26/2019
10252,2019,35,2019-8-25 TO 2019-8-31,Sea Angel,Aarush Schmitt,8,15,8/26/2019
10253,2019,35,2019-8-25 TO 2019-8-31,Cat,Aarush Schmitt,8,15,8/26/2019
10254,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Vickie Berry,8,42,8/26/2019
10255,2019,34,2019-8-18 TO 2019-8-24,Kagaroo,Frederic Henson,8,42,8/26/2019
10256,2019,34,2019-8-18 TO 2019-8-24,Parrot,Jeffery Mair,8,32,8/26/2019
10257,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Dominykas Orozco,8,20,8/26/2019
10258,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Diya Davidson,8,10,8/26/2019
10259,2019,35,2019-8-25 TO 2019-8-31,Pigeon,Macsen Hughes,8,42,8/26/2019
10260,2019,33,2019-8-11 TO 2019-8-17,Marlin,Zainab Adams,8,32,8/26/2019
10261,2019,33,2019-8-11 TO 2019-8-17,Dolphin,Zainab Adams,8,8,8/26/2019
10262,2019,34,2019-8-18 TO 2019-8-24,Marlin,Zainab Adams,8,28,8/26/2019
10263,2019,34,2019-8-18 TO 2019-8-24,Dog ,Matthew Traynor,8,20,8/26/2019
10264,2019,34,2019-8-18 TO 2019-8-24,Shark,Matthew Traynor,8,10,8/26/2019
10265,2019,34,2019-8-18 TO 2019-8-24,Pigeon,Primrose Levy,8,42,8/26/2019
10266,2019,33,2019-8-11 TO 2019-8-17,Marlin,Brandon-Lee Delaney,8,12,8/26/2019
10267,2019,34,2019-8-18 TO 2019-8-24,Marlin,Brandon-Lee Delaney,8,15,8/26/2019
10268,2019,33,2019-8-11 TO 2019-8-17,Kagaroo,Shannon Stein,8,4,8/26/2019
10269,2019,34,2019-8-18 TO 2019-8-24,Kagaroo,Shannon Stein,8,6,8/26/2019
10270,2019,34,2019-8-18 TO 2019-8-24,Sea Angel,Giuseppe Field,8,42,8/26/2019
10271,2019,34,2019-8-18 TO 2019-8-24,Sea Angel,Gabriela Workman,8,40,8/26/2019
